run_id,batch_id,focal_x,focal_y,focal_z,axial_l,alpha,beta,energy,fwhm,tf_beta,sL0,arr_factor,C_S,mDot1,mDot2,times,meth_restart,squirc
3120,7,6.1785504510914055,0.15561916552634586,3.1451960616411503,0.5139060328356683,2.4769604019233613,2.0584713971710618,453706.5743178667,0.0021305561297493615,0.4967207624838178,0.010766840176253258,1.0309788528688104,0.16539550628733918,1.6992110280188786,0.4645743142841524,4000,fluid_iter0000080000,S_0p80
3121,7,6.1785504510914055,0.15561916552634586,3.1451960616411503,0.5139060328356683,2.4769604019233613,2.0584713971710618,453706.5743178667,0.0021305561297493615,0.4967207624838178,0.010766840176253258,1.0309788528688104,0.16539550628733918,1.6992110280188786,0.4645743142841524,3000,fluid_iter0000080000,S_0p80
3122,7,6.140380324382976,0.09497529049740781,3.015038473056774,0.5644834193020726,2.2996467831552394,1.619239781542676,405287.1041248255,0.002174358331966515,0.5033693199442059,0.010320290844443546,1.018695244138544,0.1646705046147558,1.7859546779285427,0.4722942337217668,1000,fluid_iter0000040000,S_0p70
3123,7,6.140380324382976,0.09497529049740781,3.015038473056774,0.5644834193020726,2.2996467831552394,1.619239781542676,405287.1041248255,0.002174358331966515,0.5033693199442059,0.010320290844443546,1.018695244138544,0.1646705046147558,1.7859546779285427,0.4722942337217668,3000,fluid_iter0000040000,S_0p70
3124,7,5.750382577803416,0.1324848220016005,2.760110291092083,0.6041049512741005,2.3172674666830537,1.6925251086506807,415032.5145054898,0.0013544173457677746,0.5270522824622806,0.010652171560122974,0.9951407670433569,0.16002315871746678,1.7749392888970288,0.4513972013282723,5000,fluid_iter0000040000,S_0p70
3125,7,5.750382577803416,0.1324848220016005,2.760110291092083,0.6041049512741005,2.3172674666830537,1.6925251086506807,415032.5145054898,0.0013544173457677746,0.5270522824622806,0.010652171560122974,0.9951407670433569,0.16002315871746678,1.7749392888970288,0.4513972013282723,3000,fluid_iter0000040000,S_0p70
3126,7,5.953946925358087,-0.158205668244888,2.98991545392058,0.6198700857812679,2.227048296688768,1.9548331524191247,444507.9100805428,0.0013159448519756613,0.4970768966433859,0.009906917277915692,0.9996219479489924,0.1630394297140218,1.7419774947203548,0.4626100933467267,6000,fluid_iter0000080000,S_0p80
3127,7,5.953946925358087,-0.158205668244888,2.98991545392058,0.6198700857812679,2.227048296688768,1.9548331524191247,444507.9100805428,0.0013159448519756613,0.4970768966433859,0.009906917277915692,0.9996219479489924,0.1630394297140218,1.7419774947203548,0.4626100933467267,5000,fluid_iter0000080000,S_0p80
3128,7,5.940568348196784,-0.08153502603698752,2.7991838968665177,0.544574024243424,2.2671927821176316,2.082391716949901,455682.55765947484,0.0013685506549448857,0.5738672800908904,0.010707840950550978,0.9716300940296162,0.16491507152643456,1.8168423643793832,0.44724867295709864,1000,fluid_iter0000040000,S_0p80
3129,7,5.940568348196784,-0.08153502603698752,2.7991838968665177,0.544574024243424,2.2671927821176316,2.082391716949901,455682.55765947484,0.0013685506549448857,0.5738672800908904,0.010707840950550978,0.9716300940296162,0.16491507152643456,1.8168423643793832,0.44724867295709864,5000,fluid_iter0000040000,S_0p80
3130,7,5.966421115107371,0.12429590691373138,2.8880590467553344,0.5635378657214338,2.1653974973905217,1.2322616469408338,341371.44743804995,0.0019201544959220997,0.5814953986749686,0.010387823706276349,1.0457313613191372,0.15709061232676247,1.7215875234305276,0.46179237717363225,3000,fluid_iter0000040000,S_0p70
3131,7,5.966421115107371,0.12429590691373138,2.8880590467553344,0.5635378657214338,2.1653974973905217,1.2322616469408338,341371.44743804995,0.0019201544959220997,0.5814953986749686,0.010387823706276349,1.0457313613191372,0.15709061232676247,1.7215875234305276,0.46179237717363225,5000,fluid_iter0000040000,S_0p70
