run_id,batch_id,focal_x,focal_y,focal_z,axial_l,alpha,beta,energy,fwhm,tf_beta,sL0,arr_factor,C_S,mDot1,mDot2,times,meth_restart,squirc
13546,24,6.5719063545150505,0.0,82.94314381270902,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,2000,fluid_iter0000040000,S_0p80
13547,24,5.568561872909699,0.0,58.862876254180605,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,5000,fluid_iter0000040000,S_0p80
13548,24,5.217391304347826,0.0,60.53511705685619,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,3000,fluid_iter0000040000,S_0p80
13549,24,4.966555183946489,0.0,20.735785953177256,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,2000,fluid_iter0000040000,S_0p80
13550,24,3.0100334448160537,0.0,88.62876254180603,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,1000,fluid_iter0000040000,S_0p80
13551,24,3.1103678929765888,0.0,36.78929765886288,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,1000,fluid_iter0000040000,S_0p80
13552,24,14.046822742474916,0.0,24.080267558528426,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,4000,fluid_iter0000040000,S_0p80
13553,24,7.374581939799331,0.0,6.020066889632107,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,5000,fluid_iter0000040000,S_0p80
13554,24,0.6020066889632107,0.0,12.709030100334449,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,5000,fluid_iter0000040000,S_0p80
13555,24,9.832775919732441,0.0,75.25083612040133,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,5000,fluid_iter0000040000,S_0p80
13556,24,12.190635451505017,0.0,34.11371237458194,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,3000,fluid_iter0000040000,S_0p80
13557,24,13.946488294314381,0.0,99.66555183946488,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,1000,fluid_iter0000040000,S_0p80
13558,24,0.802675585284281,0.0,7.6923076923076925,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,3000,fluid_iter0000040000,S_0p80
13559,24,2.658862876254181,0.0,72.90969899665552,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,2000,fluid_iter0000040000,S_0p80
13560,24,4.11371237458194,0.0,92.97658862876254,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,4000,fluid_iter0000040000,S_0p80
13561,24,9.632107023411372,0.0,53.51170568561873,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,4000,fluid_iter0000040000,S_0p80
13562,24,1.3043478260869565,0.0,71.57190635451505,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,3000,fluid_iter0000040000,S_0p80
13563,24,7.173913043478261,0.0,29.431438127090303,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,4000,fluid_iter0000040000,S_0p80
13564,24,9.03010033444816,0.0,84.61538461538461,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,3000,fluid_iter0000040000,S_0p80
13565,24,5.2675585284280935,0.0,6.688963210702341,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,5000,fluid_iter0000040000,S_0p80
13566,24,1.6555183946488294,0.0,16.722408026755854,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,2000,fluid_iter0000040000,S_0p80
13567,24,12.391304347826088,0.0,79.59866220735786,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,5000,fluid_iter0000040000,S_0p80
13568,24,14.096989966555185,0.0,43.47826086956522,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,4000,fluid_iter0000040000,S_0p80
13569,24,6.973244147157191,0.0,53.84615384615385,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,2000,fluid_iter0000040000,S_0p80
13570,24,4.916387959866221,0.0,96.3210702341137,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,1000,fluid_iter0000040000,S_0p80
13571,24,7.976588628762542,0.0,6.354515050167224,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,3000,fluid_iter0000040000,S_0p80
13572,24,6.17056856187291,0.0,18.06020066889632,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,2000,fluid_iter0000040000,S_0p80
13573,24,12.240802675585284,0.0,73.24414715719064,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,3000,fluid_iter0000040000,S_0p80
13574,24,12.792642140468228,0.0,8.02675585284281,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,2000,fluid_iter0000040000,S_0p80
13575,24,13.39464882943144,0.0,3.3444816053511706,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,4000,fluid_iter0000040000,S_0p80
13576,24,4.063545150501672,0.0,14.715719063545151,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,5000,fluid_iter0000040000,S_0p80
13577,24,8.02675585284281,0.0,80.93645484949833,0.571,2.25,1.8,428133.8094339807,0.0018,0.55,0.01031913541,1.0,0.16,1.77125,0.45374,4000,fluid_iter0000040000,S_0p80
